SLNo,Carpet_area,Status,Floor,Transaction_type,Year_Built,Price_per_square_feet
6167,655,Ready to Move,,Resale,,8101
6168,725,Ready to Move,,Resale,,12195
6169,386,Ready to Move,4,New Property,,5950
6170,950,Ready to Move,,Resale,,4539
6171,400,Ready to Move,10,Resale,,4000
6172,200,Ready to Move,,Resale,,4211
6173,525,Ready to Move,13,Resale,,7250
6174,985,Ready to Move,,Resale,,12281
6175,,Ready to Move,23,Resale,,12849
6176,732,Under Construction,14,New Property,,9758
6177,438,Ready to Move,,Resale,,7317
6178,450,Ready to Move,,Resale,,5813
6179,360,Ready to Move,,Resale,,9286
6180,400,Ready to Move,,Resale,,6116
6181,570,Ready to Move,,Resale,,5789
6182,770,Ready to Move,,Resale,,22727
6183,980,Ready to Move,,Resale,,11852
6184,470,Ready to Move,,Resale,,9219
6185,610,Ready to Move,,Resale,,5385
6186,440,Ready to Move,,Resale,,8871
6187,1150,Ready to Move,5,Resale,,18333
6188,430,Ready to Move,,Resale,,11364
6189,450,Ready to Move,,Resale,,12000
6190,555,Ready to Move,,Resale,,11728
6191,215,Ready to Move,,New Property,,7250
6192,,Ready to Move,3,Resale,,5440
6193,500,Ready to Move,,Resale,,6923
6194,468,Ready to Move,16,Resale,,5988
6195,480,Ready to Move,,Resale,,10502
6196,558,Ready to Move,,Resale,,8523
6197,487,Ready to Move,,Resale,,6667
6198,,,7,Resale,,7937
6199,300,Ready to Move,,Resale,,6522
6200,430,Ready to Move,,Resale,,11607
6201,405,Ready to Move,,Resale,,8000
6202,400,Ready to Move,,Resale,,6885
6203,400,Ready to Move,,Resale,,5564
6204,1120,Ready to Move,11,Resale,,9250
6205,480,Ready to Move,,Resale,,9286
6206,700,Ready to Move,,Resale,,7960
6207,,Ready to Move,3,Resale,,7063
6208,400,Ready to Move,,Resale,,6250
6209,400,Ready to Move,12,Resale,,6721
6210,,Ready to Move,16,Resale,,9583
6211,326,Ready to Move,4,Resale,,12471
6212,450,Ready to Move,,Resale,,8271
6213,580,Ready to Move,4,Resale,,14286
6214,390,Ready to Move,,Resale,,12000
6215,,Ready to Move,4,Resale,,7087
6216,750,Ready to Move,,Resale,,16000
6217,1120,Ready to Move,14,Resale,,
6218,900,Ready to Move,,Resale,,9370
6219,740,Ready to Move,11,Resale,,7091
6220,360,Ready to Move,5,Resale,,4000
6221,410,Ready to Move,,Resale,,5440
6222,930,Ready to Move,16,Resale,,18000
6223,750,Ready to Move,,Resale,,6364
6224,650,Ready to Move,,Resale,,11062
6225,655,Under Construction,7,Resale,,9000
6226,740,Under Construction,11,Resale,,
6227,445,Ready to Move,,New Property,,5113
6228,485,Ready to Move,,Resale,,8776
6229,,Ready to Move,4,Resale,,8320
6230,420,Ready to Move,,New Property,,11061
6231,410,Ready to Move,,Resale,,7600
6232,,Ready to Move,4,Resale,,5136
6233,700,Ready to Move,7,Resale,,21260
6234,661,Ready to Move,,Resale,,8000
6235,480,Ready to Move,,Resale,,5312
6236,1700,Under Construction,53,Resale,,11960
6237,,Ready to Move,14,Resale,,7091
6238,1130,Ready to Move,22,Resale,,
6239,750,Ready to Move,,Resale,,10476
6240,,Ready to Move,33,Resale,,18367
6241,340,Ready to Move,,Resale,,3837
6242,425,Ready to Move,,Resale,,6667
6243,600,Ready to Move,3,Resale,,4323
6244,430,Ready to Move,,Resale,,8400
6245,630,Ready to Move,,Resale,,12941
6246,769,Ready to Move,54,Resale,,14167
6247,340,Ready to Move,3,Resale,,8667
6248,,Ready to Move,35,Resale,,6338
6249,,,3,Resale,,
6250,850,Ready to Move,6,Resale,,
6251,1200,Ready to Move,3,Resale,,18750
6252,960,Ready to Move,13,Resale,,
6253,,Ready to Move,4,Resale,,16071
6254,320,Ready to Move,,Resale,,3158
6255,585,Ready to Move,,Resale,,20792
6256,485,Ready to Move,,Resale,,5440
6257,,Ready to Move,19,Resale,,5833
6258,1450,Ready to Move,18,Resale,,
6259,600,Ready to Move,,Resale,,5692
6260,417,Ready to Move,,Resale,,2582
6261,637,Ready to Move,4,Resale,,
6262,1050,Ready to Move,7,Resale,,25185
6263,435,Ready to Move,,Resale,,13267
6264,,Ready to Move,8,New Property,,9716
6265,1000,Ready to Move,,Resale,,6667
6266,760,Ready to Move,17,Resale,,20909
6267,415,Ready to Move,,Resale,,7787
6268,735,Ready to Move,,Resale,,12800
6269,700,Ready to Move,,Resale,,10757
6270,390,Ready to Move,,Resale,,7414
6271,1331,Ready to Move,,Resale,,10638
6272,732,Ready to Move,,Resale,,5225
6273,500,Ready to Move,,Resale,,5231
6274,,Ready to Move,5,Resale,,5641
6275,678,Ready to Move,,Resale,,5000
6276,376,Under Construction,19,Resale,,5625
6277,418,Ready to Move,,Resale,,7860
6278,540,Ready to Move,4,Resale,,13580
6279,400,Ready to Move,,Resale,,7899
6280,370,Ready to Move,,Resale,,6343
6281,500,Ready to Move,,Resale,,5915
6282,756,Ready to Move,,Resale,,24715
6283,350,Ready to Move,4,Resale,,
6284,1350,Ready to Move,,Resale,,23923
6285,488,Ready to Move,,Resale,,5333
6286,718,Ready to Move,,Resale,,8832
6287,,Ready to Move,40,Resale,,9072
6288,440,Ready to Move,,Resale,,12640
6289,430,Ready to Move,,Resale,,11881
6290,735,Ready to Move,,Resale,,10222
6291,651,Ready to Move,6,Resale,,
6292,680,Ready to Move,,Resale,,15278
6293,,Ready to Move,15,Resale,,9836
6294,638,Ready to Move,,Resale,,8889
6295,470,Ready to Move,,Resale,,12857
6296,781,Ready to Move,7,Resale,,
6297,681,Ready to Move,3,Resale,,5316
6298,525,Ready to Move,13,Resale,,10194
6299,1200,Ready to Move,,Resale,2010,10294
6300,1260,Ready to Move,23,New Property,1990,19762
6301,1250,Ready to Move,7,Resale,2019,9636
6302,820,Under Construction,27,New Property,2014,39024
6303,767,Under Construction,15,Resale,2006,14328
6304,1645,Ready to Move,20,Resale,1996,12658
6305,710,Ready to Move,21,New Property,2011,12468
6306,424,Dec '26,,New Property,2006,6932
6307,420,Ready to Move,4,Resale,2010,10000
6308,800,Ready to Move,23,Resale,2013,17407
6309,715,Ready to Move,4,Resale,2011,8696
6310,300,Ready to Move,25,Resale,,7980
6311,,Ready to Move,4,Resale,,8810
6312,,Ready to Move,,Resale,,10000
6313,400,Ready to Move,4,Resale,,5667
6314,514,Ready to Move,7,Resale,,9229
6315,,Ready to Move,5,Resale,,18824
6316,1576,Ready to Move,10,Resale,,9250
6317,,Ready to Move,6,Resale,,4561
6318,180,Ready to Move,,Resale,,15000
6319,620,Ready to Move,4,Resale,,3529
6320,,Ready to Move,4,Resale,,4632
6321,,Ready to Move,14,Resale,,9881
6322,850,Ready to Move,4,Resale,,16667
6323,,Ready to Move,4,Resale,,8673
6324,,Ready to Move,4,Resale,,12000
6325,,Ready to Move,7,Resale,,12000
6326,850,Ready to Move,3,Resale,,5263
6327,350,Ready to Move,4,Resale,,6415
6328,900,Ready to Move,22,Resale,,15000
6329,420,Ready to Move,7,Resale,,7746
6330,400,Ready to Move,4,Resale,,11475
6331,,Ready to Move,37,Resale,,5862
6332,,Ready to Move,13,Resale,,10329
6333,,Ready to Move,28,Resale,,16828
6334,,Ready to Move,8,Resale,,7292
6335,,Ready to Move,3,Resale,,6500
6336,500,Ready to Move,12,Resale,,13812
6337,,Under Construction,8,Resale,,5273
6338,700,Ready to Move,,Resale,,8832
6339,,Ready to Move,4,Resale,,4396
6340,2300,Ready to Move,20,Resale,,9862
6341,1050,Ready to Move,6,Resale,,13846
6342,950,Ready to Move,3,Resale,,4800
6343,450,Ready to Move,4,Resale,,10838
6344,,Ready to Move,3,Resale,,3669
6345,,Ready to Move,27,Resale,,12121
6346,,Ready to Move,4,New Property,,4348
6347,,Ready to Move,4,Resale,,12000
6348,407,Ready to Move,30,New Property,,9841
6349,654,Ready to Move,3,Resale,,5963
6350,438,Ready to Move,17,Resale,,6142
6351,452,Ready to Move,4,Resale,,
6352,660,Ready to Move,7,Resale,,13021
6353,,Ready to Move,7,Resale,,8273
6354,408,Ready to Move,13,Resale,,11132
6355,482,Ready to Move,3,Resale,,7479
6356,550,Ready to Move,4,Resale,,13571
6357,680,Ready to Move,3,Resale,,3158
6358,680,Ready to Move,7,Resale,,8200
6359,300,Ready to Move,3,Resale,,18750
6360,640,Ready to Move,7,Resale,,5938
6361,550,Ready to Move,4,Resale,,9259
6362,625,Ready to Move,3,Resale,,11200
6363,850,Ready to Move,3,Resale,,9000
6364,700,Ready to Move,4,Resale,,
6365,490,Ready to Move,11,Resale,,15233
6366,620,Ready to Move,7,Resale,,6489
6367,,Ready to Move,3,Resale,,6290
6368,,Ready to Move,8,Resale,,7143
6369,,Ready to Move,7,Resale,,5323
6370,,Ready to Move,12,New Property,,7243
6371,435,Ready to Move,14,Resale,,9038
6372,650,Ready to Move,,Resale,,9950
6373,600,Ready to Move,18,Resale,,
6374,,Ready to Move,13,Resale,,9231
6375,595,Ready to Move,4,Resale,,
6376,,Ready to Move,3,Resale,,9231
6377,,Ready to Move,4,Resale,,4000
6378,,Ready to Move,5,Resale,,4828
6379,590,Ready to Move,,Resale,,14110
6380,250,Ready to Move,4,Resale,,9091
6381,736,Ready to Move,,Resale,,8312
6382,,Ready to Move,13,Resale,,8612
6383,450,Ready to Move,,Resale,,6833
6384,,Ready to Move,8,Resale,,4969
6385,600,Ready to Move,7,Resale,,7928
6386,,Ready to Move,3,Resale,,17500
6387,648,Ready to Move,7,Resale,,11310
6388,,Ready to Move,3,Resale,,6105
6389,,Ready to Move,4,Resale,,6090
6390,461,Ready to Move,7,Resale,,15184
6391,450,Ready to Move,3,Resale,,5172
6392,1200,Ready to Move,20,Resale,,12821
6393,,Ready to Move,5,Resale,,5556
6394,,Under Construction,4,Resale,,6533
6395,345,Ready to Move,10,Resale,,9863
6396,550,Ready to Move,4,Resale,,
6397,512,Ready to Move,6,Resale,,
6398,940,Ready to Move,7,Resale,,
6399,900,Ready to Move,12,Resale,,
6400,,Ready to Move,4,Resale,,7317
6401,642,Ready to Move,3,Resale,,6250
6402,,Ready to Move,3,Resale,,15088
6403,353,Ready to Move,3,Resale,,3968
6404,,Ready to Move,4,Resale,,4952
6405,1200,Ready to Move,,Resale,,14667
6406,550,Ready to Move,4,Resale,,
6407,516,Ready to Move,4,Resale,,
6408,,Ready to Move,4,Resale,,14062
6409,,Ready to Move,4,Resale,,8750
6410,,Ready to Move,4,Resale,,8154
6411,,Ready to Move,4,Resale,,5417
6412,,Ready to Move,12,Resale,,9818
6413,,Ready to Move,11,Resale,,13692
6414,,Ready to Move,4,Resale,,10806
6415,,Ready to Move,14,Resale,,8317
6416,,Ready to Move,13,Resale,,10678
6417,,Ready to Move,3,Resale,,14423
6418,566,Ready to Move,4,Resale,,
6419,,Ready to Move,14,Resale,,8750
6420,680,Ready to Move,7,Resale,,10566
6421,260,Ready to Move,8,Resale,,6905
6422,,Ready to Move,4,Resale,,4607
6423,,Ready to Move,3,Resale,,7158
6424,760,Ready to Move,19,Resale,,10377
6425,316,Ready to Move,12,Resale,,
6426,,Ready to Move,8,Resale,,16667
6427,,Ready to Move,8,Resale,,12626
6428,,Ready to Move,4,Resale,,10667
6429,550,Ready to Move,3,New Property,,2154
6430,,Ready to Move,7,Resale,,5735
6431,,Ready to Move,5,Resale,,5222
6432,500,Ready to Move,7,Resale,,10145
6433,685,Ready to Move,7,Resale,,
6434,630,Ready to Move,7,Resale,,
6435,,Ready to Move,5,Resale,,11733
6436,640,Ready to Move,7,Resale,,9800
6437,850,Ready to Move,3,Resale,,8333
6438,868,Ready to Move,6,Resale,,11060
6439,351,Ready to Move,4,Resale,,6733
6440,430,Under Construction,17,New Property,,6056
6441,300,Ready to Move,4,Resale,,7400
6442,310,Ready to Move,3,Resale,,
6443,499,Ready to Move,3,Resale,,10377
6444,270,Ready to Move,4,Resale,,5976
6445,600,Ready to Move,4,New Property,,11719
6446,,Ready to Move,3,Resale,,12692
6447,700,Ready to Move,3,Resale,,6452
6448,,Ready to Move,3,Resale,,5224
6449,400,Ready to Move,4,Resale,,4583
6450,,Ready to Move,4,Resale,,5133
6451,,Ready to Move,4,Resale,,5648
6452,,Ready to Move,4,Resale,,5851
6453,,Ready to Move,6,Resale,,7714
6454,,Ready to Move,3,Resale,,9375
6455,450,Ready to Move,4,Resale,,5769
6456,,Ready to Move,4,Resale,,6883
6457,400,Ready to Move,,Resale,,9833
6458,,Ready to Move,5,Resale,,11538
6459,,Ready to Move,13,Resale,,8475
6460,,Ready to Move,5,Resale,,9070
6461,,Ready to Move,7,Resale,,18378
6462,650,Ready to Move,7,Resale,,
6463,896,Ready to Move,14,Resale,,16071
6464,,Ready to Move,3,Resale,,8727
6465,450,Ready to Move,8,Resale,,7051
6466,595,Ready to Move,7,Resale,,10000
6467,500,Ready to Move,7,Resale,,8487
6468,534,Ready to Move,,Resale,,11364
6469,,Ready to Move,5,Resale,,5263
6470,,Ready to Move,3,Resale,,4429
6471,265,Ready to Move,,Resale,,6353
6472,,Ready to Move,4,Resale,,17500
6473,513,Under Construction,14,Resale,,5357
6474,,Ready to Move,7,Resale,,7846
6475,1050,Ready to Move,4,Resale,,4486
6476,500,Ready to Move,7,New Property,,4545
6477,,Ready to Move,2,Resale,,4464
6478,,Ready to Move,7,Resale,,9023
6479,,Ready to Move,5,Resale,,6545
6480,470,Ready to Move,4,Resale,,5192
6481,,Ready to Move,3,Resale,,4747
6482,,Ready to Move,5,Resale,,4202
6483,,Ready to Move,3,Resale,,26667
6484,488,Ready to Move,7,Resale,,11494
6485,,Ready to Move,7,Resale,,7068
6486,,Ready to Move,7,Resale,,8681
6487,,Ready to Move,33,Resale,,7299
6488,1041,Ready to Move,13,Resale,,8157
6489,,Ready to Move,5,Resale,,10280
6490,783,Ready to Move,14,New Property,,5712
6491,,Ready to Move,5,Resale,,8455
6492,,Ready to Move,13,Resale,,8209
6493,,Ready to Move,13,Resale,,9292
6494,460,Ready to Move,4,Resale,,13084
6495,750,Ready to Move,15,Resale,,11618
6496,760,Ready to Move,13,Resale,,8251
6497,,Ready to Move,14,Resale,,6471
6498,,Ready to Move,7,Resale,,9571
6499,,Ready to Move,6,Resale,,4348
6500,400,Ready to Move,4,Resale,,6111
6501,508,Ready to Move,,Resale,,5200
6502,,Ready to Move,7,Resale,,8462
6503,,Ready to Move,4,Resale,,7258
6504,,Under Construction,16,Resale,,8661
6505,700,Ready to Move,23,Resale,,7373
6506,735,Ready to Move,,Resale,,8857
6507,400,Ready to Move,6,Resale,,20440
6508,,Ready to Move,5,Resale,,6230
6509,,Ready to Move,7,Resale,,5603
6510,,Ready to Move,4,Resale,,6000
6511,,Ready to Move,4,Resale,,5257
6512,,Ready to Move,4,Resale,,6378
6513,725,Ready to Move,14,Resale,,7265
6514,,Ready to Move,30,Resale,,16087
6515,,Ready to Move,4,Resale,,11429
6516,410,Ready to Move,4,Resale,,12308
6517,475,Ready to Move,3,Resale,,9143
6518,310,Ready to Move,,Resale,,8173
6519,,Ready to Move,8,Resale,,8114
6520,,Ready to Move,6,Resale,,6080
6521,580,Ready to Move,6,Resale,,
6522,,Ready to Move,5,Resale,,5000
6523,850,Ready to Move,4,Resale,,9200
6524,560,Ready to Move,,Resale,,13385
6525,510,Ready to Move,4,Resale,,8829
6526,,Ready to Move,4,Resale,,4000
6527,,Ready to Move,8,Resale,,14403
6528,,Ready to Move,3,Resale,,4167
6529,,Ready to Move,12,Resale,,30967
6530,,Ready to Move,3,Resale,,4231
6531,450,Ready to Move,7,Resale,,7692
6532,422,Ready to Move,4,Resale,,6457
6533,450,Ready to Move,36,Resale,,12381
6534,400,Ready to Move,7,Resale,,8333
6535,,Ready to Move,5,Resale,,3333
6536,455,Ready to Move,4,Resale,,
6537,728,Ready to Move,13,Resale,,9847
6538,,Ready to Move,4,Resale,,4615
6539,,Ready to Move,14,Resale,,15574
6540,,Ready to Move,14,Resale,,8400
6541,450,Ready to Move,,Resale,,5249
6542,339,Ready to Move,3,Resale,,4339
6543,415,Ready to Move,4,Resale,,16667
6544,,Ready to Move,12,Resale,,12857
6545,1270,Ready to Move,16,Resale,,10714
6546,,Ready to Move,11,Resale,,19000
6547,685,Ready to Move,17,Resale,,7558
6548,,Ready to Move,7,Resale,,5115
6549,,Ready to Move,7,Resale,,12000
6550,,Ready to Move,4,Resale,,15667
6551,260,Ready to Move,7,Resale,,6452
6552,,Ready to Move,4,Resale,,6133
6553,,Ready to Move,5,Resale,,4286
6554,,Ready to Move,3,Resale,,8046
6555,,Ready to Move,8,Resale,,8156
6556,400,Ready to Move,4,Resale,,5512
6557,,Ready to Move,14,Resale,,11364
6558,,Ready to Move,40,Resale,,6032
6559,,Ready to Move,12,Resale,,8898
6560,432,Ready to Move,15,Resale,,
6561,380,Under Construction,7,Resale,,
6562,,Ready to Move,5,Resale,,5085
6563,240,Ready to Move,4,Resale,,6324
6564,565,Ready to Move,4,Resale,,8061
6565,,Ready to Move,4,Resale,,10833
6566,500,Ready to Move,2,Resale,,7333
6567,,Ready to Move,3,Resale,,6923
6568,,Ready to Move,14,Resale,,18852
6569,,Ready to Move,4,Resale,,8596
6570,580,Ready to Move,31,Resale,,
6571,,Ready to Move,6,Resale,,4200
6572,740,Ready to Move,31,Resale,,5833
6573,800,Ready to Move,32,New Property,,13125
6574,,Ready to Move,13,Resale,,19000
6575,,Ready to Move,5,Resale,,7895
6576,566,Ready to Move,7,Resale,,8333
6577,,Under Construction,4,New Property,,3300
6578,407,Ready to Move,7,Resale,,
6579,560,Ready to Move,4,Resale,,11500
6580,1007,Ready to Move,35,Resale,,7022
6581,780,Ready to Move,,Resale,,12037
6582,,Ready to Move,30,Resale,,11592
6583,,Ready to Move,3,Resale,,9877
6584,,Ready to Move,13,Resale,,8120
6585,411,Ready to Move,4,Resale,,5882
6586,,Ready to Move,3,Resale,,16250
6587,,Ready to Move,7,Resale,,6299
6588,365,Ready to Move,4,Resale,,4159
6589,450,Ready to Move,4,Resale,,6364
6590,,Ready to Move,22,Resale,,13810
6591,,Ready to Move,4,Resale,,6410
6592,454,Ready to Move,4,Resale,,3614
6593,,Ready to Move,4,Resale,,11400
6594,,Ready to Move,12,Resale,,7250
6595,,Ready to Move,4,Resale,,12381
6596,,Ready to Move,7,Resale,,8197
6597,460,Ready to Move,4,Resale,,7634
6598,,Ready to Move,5,Resale,,14912
6599,475,Ready to Move,4,Resale,,17273
6600,400,Ready to Move,5,Resale,,6512
6601,,Ready to Move,8,Resale,,12745
6602,,Ready to Move,4,Resale,,4615
6603,600,Ready to Move,,Resale,,4842
6604,,Ready to Move,13,Resale,,6858
6605,844,Ready to Move,4,Resale,,6533
6606,,Ready to Move,4,Resale,,6500
6607,575,Ready to Move,4,Resale,,6417
6608,420,Ready to Move,,Resale,,8333
6609,,Ready to Move,13,Resale,,14115
6610,,Ready to Move,33,Resale,,6915
6611,750,Ready to Move,,Resale,,6055
6612,,Ready to Move,4,Resale,,6581
6613,743,Ready to Move,,Resale,,7456
6614,,Ready to Move,4,Resale,,4696
6615,,Ready to Move,4,Resale,,10400
6616,,Ready to Move,5,Resale,,7377
6617,,Ready to Move,5,Resale,,9231
6618,,Ready to Move,5,Resale,,9375
6619,,Ready to Move,36,Resale,,8571
6620,,,8,Resale,,8444
6621,714,Ready to Move,36,Resale,,11875
6622,680,Ready to Move,5,Resale,,8333
6623,440,Ready to Move,,Resale,,10000
6624,,Ready to Move,13,Resale,,10573
6625,,Ready to Move,4,Resale,,7200
6626,425,Ready to Move,4,Resale,,10833
6627,1192,Ready to Move,14,New Property,,8889
6628,,Ready to Move,3,Resale,,6222
6629,,Ready to Move,5,Resale,,12000
6630,,Ready to Move,11,Resale,,16923
6631,,Ready to Move,5,Resale,,8400
6632,,Ready to Move,15,Resale,,14724
6633,,Immediately,7,Rent,,5333
6634,,Ready to Move,2,Resale,,4800
6635,,Ready to Move,7,Resale,,10240
6636,,Ready to Move,5,Resale,,4032
6637,,Ready to Move,3,Resale,,5897
6638,420,Ready to Move,,Resale,,6765
6639,,Ready to Move,4,Resale,,5333
6640,520,Ready to Move,4,Resale,,14375
6641,450,Ready to Move,4,Resale,,12069
6642,430,Ready to Move,15,Resale,,
6643,,Ready to Move,7,Resale,,14286
6644,,Ready to Move,4,Resale,,6667
6645,,Ready to Move,5,Resale,,8000
6646,,Ready to Move,5,Resale,,4107
6647,850,Ready to Move,4,Resale,,8182
6648,432,Ready to Move,,Resale,,6757
6649,,Ready to Move,3,Resale,,3875
6650,395,Ready to Move,7,New Property,,7231
6651,450,Ready to Move,4,Resale,,15455
6652,580,Ready to Move,7,Resale,,8438
6653,,Ready to Move,12,Resale,,18000
6654,1500,Ready to Move,,Resale,,8333
6655,,Ready to Move,4,Resale,,12615
6656,1130,Ready to Move,22,Resale,,17594
6657,700,Ready to Move,4,Resale,,8636
6658,,Ready to Move,18,Resale,,9653
6659,400,Ready to Move,3,Resale,,5909
6660,,Ready to Move,7,Resale,,10172
6661,420,Ready to Move,7,Resale,,7152
6662,650,Ready to Move,4,Resale,,8430
6663,,Ready to Move,5,Resale,,5137
6664,,Ready to Move,6,Resale,,6088
6665,408,Ready to Move,30,Resale,,8730
